dataset,model,train_nll,valid_nll,test_nll,train_ppl,valid_ppl,test_ppl
jsb,baseline,0.8664607339435153,0.9139634370803833,0.9439233839511871,2.3784778730442357,2.494188528142726,2.570044936956092
jsb,relative,0.48186174035072327,0.5024120608965555,0.5302290916442871,1.6190859155753725,1.6527028868263522,1.6993215644005857
piano_e,baseline,1.860687935739249,1.9066138236146224,1.905271317585405,6.42815740991699,6.730260321151818,6.721230968428856
piano_e,relative,1.6586433155275018,1.7277455220096989,1.7139259131557971,5.252180457024823,5.627951502368485,5.550710364413036
